Facility ID,Station,Primary Network Affiliation,Market Rank,Licensed State,Latitude (degrees),Longitude (degrees)
28119,WZDX     ,FOX (US),79,AL,34.736667,-86.533056
54011,KLJB     ,FOX (US),101,IA,41.312222,-90.379167
7841,KGCW     ,The CW (US),101,IA,41.135556,-90.808333
2710,WLAX     ,FOX (US),128,WI,43.804483,-91.372025
2709,WEUX     ,FOX (US),128,WI,44.956667,-91.667500
35908,WVLT-TV  ,CBS (US),62,TN,35.995556,-83.956389
24914,WKYT-TV  ,CBS (US),63,KY,38.039722,-84.402778
24915,WYMT-TV  ,CBS (US),63,KY,37.193889,-83.181111
36912,WSAZ-TV  ,NBC (US),67,WV,38.509972,-82.219417
65523,KLBY     ,ABC (US),65,KS,39.252500,-101.352500
65522,KAKE     ,ABC (US),65,KS,37.781389,-97.518889
65535,KUPK     ,ABC (US),65,KS,37.650278,-100.668333
65528,WOWT     ,NBC (US),74,NE,41.311111,-96.026944
6870,WMTV     ,NBC (US),81,WI,43.050833,-89.486944
6669,KBTX-TV  ,CBS (US),87,TX,30.554444,-96.030833
35903,KWTX-TV  ,CBS (US),87,TX,31.321944,-97.317222
35037,KKTV     ,CBS (US),89,CO,38.745000,-104.861944
41674,WNDU-TV  ,NBC (US),96,IN,41.605278,-86.212500
594,WITN-TV  ,NBC (US),99,NC,35.365278,-77.393889
21161,KSNB-TV  ,NBC (US),105,NE,40.751944,-97.451111
7890,KOLN     ,CBS (US),105,NE,40.803056,-97.181111
7894,KGIN     ,CBS (US),105,NE,40.587222,-98.802778
31590,WCTV     ,CBS (US),108,GA,30.670278,-83.940556
63331,KOLO-TV  ,ABC (US),106,NV,39.313611,-119.883333
73937,WRDW-TV  ,CBS (US),112,GA,33.410000,-81.843611
6863,WILX-TV  ,NBC (US),113,MI,42.442500,-84.572500
7893,WEAU     ,NBC (US),128,WI,44.663889,-90.961111
6867,WSAW-TV  ,CBS (US),134,WI,44.920556,-89.691111
4689,WIFR     ,CBS (US),136,IL,42.296667,-89.170833
63160,WIBW-TV  ,CBS (US),135,KS,39.006111,-96.049167
28155,WSWG     ,CBS (US),152,GA,31.171667,-83.365833
73136,WJHG-TV  ,NBC (US),154,FL,30.352222,-85.391111
35954,KXII     ,CBS (US),161,TX,34.032778,-96.800000
4152,WTVY     ,CBS (US),173,AL,30.919722,-85.741667
4688,WHSV-TV  ,ABC (US),178,VA,38.601389,-78.632500
4692,WBKO     ,ABC (US),182,KY,37.063611,-86.435278
363,WCAV     ,CBS (US),183,VA,37.984167,-78.481111
24766,KKCO     ,NBC (US),185,CO,39.066667,-108.745833
4686,WTOK-TV  ,ABC (US),189,MS,32.327222,-88.691111
4685,WTAP-TV  ,NBC (US),194,WV,39.350000,-81.565556
65667,WTCI     ,PBS (US),88,TN,35.207139,-85.281139
35385,WCWG     ,The CW (US),46,NC,35.867222,-79.823889
25382,KWTV-DT  ,CBS (US),43,OK,35.597778,-97.489444
35434,KOTV-DT  ,CBS (US),60,OK,36.020833,-95.675556
78322,KQCW-DT  ,The CW (US),60,OK,35.752222,-95.804167
25090,WYES-TV  ,PBS (US),51,LA,29.953611,-89.949444
65670,WETA-TV  ,PBS (US),7,DC,38.950278,-77.079722
83929,WHDT     ,Independent (US),38,FL,26.574833,-80.242194
25236,WXVT     ,CBS (US),192,MS,33.657222,-90.705000
25932,WHRO-TV  ,PBS (US),42,VA,36.808611,-76.503333
26428,KMEB     ,PBS (US),66,HI,20.660278,-156.362778
26431,KHET     ,PBS (US),66,HI,21.400833,-158.102778
65684,WCVB-TV  ,ABC (US),8,MA,42.310278,-71.237222
73292,WMUR-TV  ,ABC (US),8,NH,42.983611,-71.590278
53819,WMOR-TV  ,Independent (US),11,FL,27.819444,-82.260833
25738,WESH     ,NBC (US),19,FL,28.609722,-81.059722
53465,WKCF     ,The CW (US),19,FL,28.586667,-81.082778
33875,KCRA-TV  ,NBC (US),20,CA,38.265000,-121.490000
10242,KQCA     ,MyNetworkTV (US),20,CA,38.265000,-121.490000
65681,WTAE-TV  ,ABC (US),23,PA,40.280278,-79.803056
65696,WBAL-TV  ,NBC (US),26,MD,39.334722,-76.650833
65686,KMBC-TV  ,ABC (US),33,MO,39.083611,-94.515833
64444,KCWE     ,The CW (US),33,MO,39.083611,-94.515833
65680,WISN-TV  ,ABC (US),35,WI,43.111667,-87.928333
46979,WLWT     ,NBC (US),36,OH,39.124167,-84.521667
53905,WYFF     ,NBC (US),37,SC,35.111944,-82.606667
51988,WPBF     ,ABC (US),38,FL,27.121944,-80.394722
12508,KOCO-TV  ,ABC (US),43,OK,35.562500,-97.490000
53930,WGAL     ,NBC (US),44,PA,40.034444,-76.618889
53921,WXII-TV  ,NBC (US),46,NC,36.375278,-80.373889
53928,KOAT-TV  ,ABC (US),48,NM,35.214722,-106.450278
53939,WLKY     ,CBS (US),49,KY,38.368889,-85.830000
71357,WDSU     ,NBC (US),51,LA,29.949722,-89.957778
64548,KITV     ,ABC (US),66,HI,21.293611,-157.842778
64551,KMAU     ,ABC (US),66,HI,20.660278,-156.362778
64544,KHVO     ,ABC (US),66,HI,19.716667,-155.136944
33710,KCCI     ,CBS (US),72,IA,41.809722,-93.621111
53903,KETV     ,ABC (US),74,NE,41.308889,-96.025833
73288,WMTW     ,ABC (US),80,ME,43.845556,-70.761944
49712,WAPT     ,ABC (US),95,MS,32.278056,-90.294444
57476,WPTZ     ,NBC (US),98,NY,44.525556,-72.816111
73344,WNNE     ,NBC (US),98,VT,43.437500,-72.452222
60354,KHOG-TV  ,ABC (US),100,AR,36.015833,-94.083056
60353,KHBS     ,ABC (US),100,AR,35.070833,-94.678611
19653,KSBW     ,NBC (US),125,CA,36.756389,-121.501389
26994,WWTV     ,CBS (US),118,MI,44.136667,-85.342500
26993,WWUP-TV  ,CBS (US),118,MI,46.060000,-84.099167
29015,KFWD     ,SonLife Broadcasting Network (US),5,TX,32.588611,-96.968056
48660,KPRY-TV  ,ABC (US),110,SD,44.051944,-100.084167
48659,KABY-TV  ,ABC (US),110,SD,45.106389,-97.899167
48658,KSFY-TV  ,ABC (US),110,SD,43.518611,-96.534722
61961,KVLY-TV  ,NBC (US),115,ND,47.342222,-97.288889
48975,KNOE-TV  ,CBS (US),137,LA,32.197222,-92.070556
6864,KAUZ-TV  ,CBS (US),147,TX,33.901111,-98.539167
41427,KFYR-TV  ,NBC (US),139,ND,46.605556,-100.806111
41430,KQCD-TV  ,NBC (US),139,ND,46.948056,-102.990278
41429,KUMV-TV  ,NBC (US),139,ND,48.133889,-103.860000
41425,KMOT     ,NBC (US),139,ND,48.215556,-101.318056
66398,WMBB     ,ABC (US),154,FL,30.352222,-85.391111
51598,KALB-TV  ,NBC (US),179,LA,31.037500,-92.495833
70596,KREX-TV  ,CBS (US),185,CO,39.088056,-108.566000
49273,KNOP-TV  ,NBC (US),209,NE,41.203611,-100.732778
20295,WWCP-TV  ,FOX (US),104,PA,40.181389,-79.151389
20287,WATM-TV  ,ABC (US),104,PA,40.568333,-78.443889
27772,WHUT-TV  ,PBS (US),7,DC,38.950278,-77.079722
28010,KSTP-TV  ,ABC (US),15,MN,45.062222,-93.139167
35584,KSAX     ,ABC (US),15,MN,45.699722,-95.176389
35585,KRWF     ,ABC (US),15,MN,44.484167,-95.490833
35843,KSTC-TV  ,ABC (US),15,MN,45.062500,-93.139167
35313,KOB      ,NBC (US),48,NM,35.211667,-106.449444
62272,KOBR     ,NBC (US),48,NM,33.375278,-103.770000
35321,KOBF     ,NBC (US),48,NM,36.695278,-108.220556
73363,WNYT     ,NBC (US),59,NY,42.625278,-74.010611
136751,WNYA     ,MyNetworkTV (US),59,MA,42.636944,-73.995833
70041,WHEC-TV  ,NBC (US),76,NY,43.135556,-77.583889
71338,WDIO-DT  ,ABC (US),141,MN,46.787500,-92.122500
71336,WIRT-DT  ,ABC (US),141,MN,47.381389,-92.954167
18285,KAAL     ,ABC (US),153,MN,43.642778,-92.526389
6865,KOSA-TV  ,CBS (US),145,TX,31.863889,-102.578056
62382,KUID-TV  ,PBS (US),73,ID,46.681667,-116.970278
62424,KCDT     ,PBS (US),73,ID,47.731667,-116.729722
62442,KAID     ,PBS (US),107,ID,43.755833,-116.098333
62430,KISU-TV  ,PBS (US),163,ID,43.501111,-112.661389
62427,KIPT     ,PBS (US),193,ID,42.729500,-114.414833
18753,WVIZ     ,PBS (US),18,OH,41.386028,-81.689222
28311,WTVP     ,PBS (US),117,IL,40.628889,-89.570000
28501,KTTM     ,FOX (US),110,SD,44.194167,-98.318056
28521,KTTW     ,FOX (US),110,SD,43.505278,-96.571944
66536,WTIU     ,PBS (US),27,IN,39.141944,-86.495278
63845,KENV-DT  ,NBC (US),34,NV,40.699667,-115.903028
60307,KRNV-DT  ,NBC (US),106,NV,39.315597,-119.884911
1270,KPVI-DT  ,NBC (US),163,ID,42.920222,-112.345722
74449,KYMA-DT  ,NBC (US),166,AZ,33.052778,-114.827778
68713,KCWY-DT  ,NBC (US),196,WY,42.743611,-106.306667
5290,KTVH-DT  ,NBC (US),205,MT,46.824889,-111.703500
73356,WPXN-TV  ,ION (US),1,NY,40.748333,-73.986111
58978,KPXN-TV  ,ION (US),2,CA,34.212778,-118.061389
10981,WCPX-TV  ,ION (US),3,IL,41.878889,-87.635556
51984,WPPX-TV  ,ION (US),4,DE,40.041667,-75.236389
68834,KPXD-TV  ,ION (US),5,TX,32.543333,-96.958889
22644,KKPX-TV  ,ION (US),6,CA,37.687500,-122.433611
7692,WBPX-TV  ,ION (US),8,MA,42.307500,-71.224167
23264,WWPX-TV  ,ION (US),7,WV,39.457556,-78.064556
74091,WPXW-TV  ,ION (US),7,VA,38.950278,-77.079722
51969,WPXA-TV  ,ION (US),9,GA,34.313222,-84.648667
58835,KPXB-TV  ,ION (US),10,TX,29.570833,-95.510278
5800,WPXD-TV  ,ION (US),13,MI,42.483611,-83.312222
56852,KWPX-TV  ,ION (US),14,WA,47.504722,-121.968333
26655,KPPX-TV  ,ION (US),12,AZ,33.334167,-112.060556
6601,WXPX-TV  ,ION (US),11,FL,27.819444,-82.260833
35907,KPXM-TV  ,ION (US),15,MN,45.383333,-93.708333
48608,WPXM-TV  ,ION (US),16,FL,25.985833,-80.193611
68695,KPXC-TV  ,ION (US),17,CO,40.099722,-104.900556
70491,WVPX-TV  ,ION (US),18,OH,41.064722,-81.583056
67602,WOPX-TV  ,ION (US),19,FL,28.097611,-81.130944
52953,KSPX-TV  ,ION (US),20,CA,38.265000,-121.490000
5801,KPXG-TV  ,ION (US),24,OR,45.522500,-122.745833
41314,WINP-TV  ,ION (US),23,PA,40.446111,-79.964167
20590,WRPX-TV  ,ION (US),25,NC,36.103056,-78.191389
21245,WFPX-TV  ,ION (US),25,NC,34.884722,-79.074722
10253,WIPX-TV  ,ION (US),27,IN,39.404444,-86.143611
28468,WNPX-TV  ,ION (US),29,TN,36.267778,-86.795556
51980,WHPX-TV  ,ION (US),30,CT,41.417500,-72.198611
33337,KPXE-TV  ,ION (US),33,MO,39.022167,-94.513556
57884,KUPX-TV  ,ION (US),34,UT,40.653333,-112.201667
37104,WPXE-TV  ,ION (US),35,WI,43.095556,-87.904722
61173,KPXL-TV  ,ION (US),32,TX,29.619722,-99.048611
27290,WPXP-TV  ,ION (US),38,FL,26.588889,-80.212222
71871,WZPX-TV  ,ION (US),41,MI,42.679167,-85.065833
2566,KOPX-TV  ,ION (US),43,OK,35.597778,-97.489444
73312,WPXH-TV  ,ION (US),45,AL,33.890833,-86.470278
67077,WPXV-TV  ,ION (US),42,VA,36.808611,-76.503611
65074,WGPX-TV  ,ION (US),46,NC,36.248333,-79.655833
21726,WPXX-TV  ,ION (US),50,TN,35.211389,-89.815000
71236,WPXC-TV  ,ION (US),47,GA,30.827500,-81.740833
2325,WPXJ-TV  ,ION (US),53,NY,42.895000,-78.015556
21729,WPXL-TV  ,ION (US),51,LA,29.919722,-90.024722
50063,WPXQ-TV  ,ION (US),52,RI,41.494722,-71.785000
64690,WQPX-TV  ,ION (US),55,PA,41.435000,-75.726389
13933,WYPX-TV  ,ION (US),59,NY,42.984444,-74.182222
7078,KTPX-TV  ,ION (US),60,OK,35.833889,-96.124444
52628,WPXK-TV  ,ION (US),62,TN,36.003611,-83.942778
23128,WUPX-TV  ,ION (US),63,KY,37.907222,-83.633611
73189,WLPX-TV  ,ION (US),67,WV,38.470000,-81.776389
70251,WPXR-TV  ,ION (US),69,VA,37.193611,-80.156944
77483,KPXO-TV  ,ION (US),66,HI,21.330278,-157.756667
81509,KFPX-TV  ,ION (US),72,IA,41.818056,-93.208889
81694,KGPX-TV  ,ION (US),73,WA,47.599306,-117.299278
64352,WSPX-TV  ,ION (US),84,NY,43.305000,-76.050000
21156,KPXR-TV  ,ION (US),90,IA,42.288056,-91.881667
37971,WPXU-TV  ,ION (US),99,NC,34.519444,-77.447778
81508,WEPX-TV  ,ION (US),99,NC,35.402500,-77.419444
86496,WTPX-TV  ,ION (US),134,WI,45.059167,-89.436111
9088,WBBZ-TV  ,Me-TV (US),53,NY,42.567778,-78.723333
15507,WFFP-TV  ,Cozi TV (US),69,VA,37.010278,-79.571389
36504,WTVF     ,CBS (US),29,TN,36.268056,-86.787778
74098,WTMJ-TV  ,NBC (US),35,WI,43.091389,-87.901944
74100,KTNV-TV  ,ABC (US),40,NV,35.945833,-115.043056
70649,WFTX-TV  ,FOX (US),61,FL,26.795000,-81.801389
2708,WGBA-TV  ,NBC (US),68,WI,44.358333,-87.980000
361,WACY-TV  ,MyNetworkTV (US),68,WI,44.358333,-87.980000
36918,KGUN-TV  ,ABC (US),70,AZ,32.415361,-110.714111
35095,KWBA-TV  ,The CW (US),70,AZ,31.758889,-110.800833
35190,KMTV-TV  ,CBS (US),74,NE,41.306944,-96.026944
59255,KIVI-TV  ,ABC (US),107,ID,43.755833,-116.098333
59363,KNIN-TV  ,FOX (US),107,ID,43.755000,-116.097778
74094,WSYM-TV  ,FOX (US),113,MI,42.467500,-84.651667
16749,KMIR-TV  ,NBC (US),146,CA,33.866667,-116.433056
35811,KAZT-TV  ,Independent (US),12,AZ,34.687500,-112.116944
33749,KCTS-TV  ,PBS (US),14,WA,47.616111,-122.307778
33752,KYVE     ,PBS (US),123,WA,46.532778,-120.509167
34211,WKON     ,PBS (US),36,KY,38.525278,-84.810833
34204,WCVN-TV  ,PBS (US),36,KY,39.030556,-84.506389
60519,KTNL-TV  ,CBS (US),207,AK,57.050278,-135.334444
84453,KFXL-TV  ,FOX (US),105,NE,40.852778,-96.676667
4328,KOCE-TV  ,PBS (US),2,CA,34.226389,-118.065833
166319,KRBK     ,FOX (US),75,MO,37.819444,-92.747778
33345,KPTS     ,PBS (US),65,KS,38.055944,-97.776694
35652,KTBS-TV  ,ABC (US),83,LA,32.685556,-93.933333
81507,KPXJ     ,The CW (US),83,LA,32.685556,-93.933333
82910,KUQI     ,FOX (US),129,TX,27.758833,-97.607306
35855,KVIE     ,PBS (US),20,CA,38.271667,-121.505000
16729,KVMD     ,Independent (US),2,CA,34.038056,-116.813056
55083,KXLA     ,Independent (US),2,CA,34.226472,-118.066028
21432,WKPC-TV  ,PBS (US),49,KY,38.366944,-85.831667
34181,WKZT-TV  ,PBS (US),49,KY,37.681944,-85.841944
34222,WKSO-TV  ,PBS (US),63,KY,37.167500,-84.825000
34196,WKHA     ,PBS (US),63,KY,37.193056,-83.188056
34202,WKMR     ,PBS (US),63,KY,38.177222,-83.404722
34207,WKLE     ,PBS (US),63,KY,37.879167,-84.325833
34200,WKPI-TV  ,PBS (US),67,KY,37.284889,-82.524556
34171,WKAS     ,PBS (US),67,KY,38.462222,-82.620000
34174,WKMU     ,PBS (US),82,KY,36.692778,-88.536389
65758,WKPD     ,PBS (US),82,KY,37.094167,-88.672222
34205,WKOH     ,PBS (US),103,KY,37.851944,-87.328889
34212,WKMA-TV  ,PBS (US),103,KY,37.189167,-87.513611
34177,WKGB-TV  ,PBS (US),182,KY,37.089444,-86.634722
25173,WBKI-TV  ,The CW (US),49,KY,37.530833,-85.445833
73310,WNAB     ,The CW (US),29,TN,36.263889,-86.794167
35042,KLAS-TV  ,CBS (US),40,NV,35.945556,-115.042500
36607,KJZZ-TV  ,Independent (US),34,UT,40.659167,-112.201944
14000,KJLA     ,LATV (US),2,CA,34.226389,-118.065833
36989,WLVT-TV  ,PBS (US),4,PA,40.564444,-75.440000
9739,WMCN-TV  ,Independent (US),4,NJ,39.728056,-74.844167
37102,WHMB-TV  ,LeSea (US),27,IN,39.894444,-86.205833
22161,KRCA     ,Estrella TV (US),2,CA,34.213333,-118.061389
73701,KMPX     ,Estrella TV (US),5,TX,32.588611,-96.968056
69531,KZJL     ,Estrella TV (US),10,TX,29.562222,-95.509722
37101,KETD     ,Estrella TV (US),17,CO,39.671389,-105.218333
77512,KPNZ     ,Estrella TV (US),34,UT,40.659167,-112.201944
24970,WICU-TV  ,NBC (US),150,PA,42.063889,-80.005833
49711,WSEE-TV  ,CBS (US),150,PA,42.064444,-80.005278
71508,WENY-TV  ,ABC (US),175,NY,42.141944,-77.077778
35380,KOIN     ,CBS (US),24,OR,45.516111,-122.732778
39269,WISH-TV  ,The CW (US),27,IN,39.890278,-86.205556
28462,WNDY-TV  ,MyNetworkTV (US),27,IN,40.148889,-85.935278
74109,WTNH     ,ABC (US),30,CT,41.422778,-72.951667
33081,WCTX     ,MyNetworkTV (US),30,CT,41.422778,-72.951667
36838,WOOD-TV  ,NBC (US),41,MI,42.687222,-85.509444
10212,WOTV     ,ABC (US),41,MI,42.570833,-85.468611
5360,WIAT     ,CBS (US),45,AL,33.484444,-86.806944
71127,WAVY-TV  ,NBC (US),42,VA,36.820556,-76.511389
71905,WNLO     ,The CW (US),53,NY,43.030000,-78.920833
65387,WVBT     ,FOX (US),42,VA,36.820556,-76.511389
35909,KBVO     ,MyNetworkTV (US),39,TX,30.676667,-98.566389
35920,KXAN-TV  ,NBC (US),39,TX,30.325833,-97.799444
32311,KASA-TV  ,FOX (US),48,NM,35.213889,-106.450278
48556,KBIM-TV  ,CBS (US),48,NM,33.055556,-103.820000
48575,KRQE     ,CBS (US),48,NM,35.211111,-106.449167
7780,WIVB-TV  ,CBS (US),53,NY,42.659167,-78.625833
47404,WPRI-TV  ,CBS (US),52,RI,41.876667,-71.282500
4143,WALA-TV  ,FOX (US),58,AL,30.688056,-87.798333
83943,WFNA     ,The CW (US),58,AL,30.687778,-87.798333
65690,WDTN     ,NBC (US),64,OH,39.718611,-84.256111
70138,WBDT     ,The CW (US),64,OH,39.724444,-84.255000
72358,KSNW     ,NBC (US),65,KS,37.773889,-97.514167
72361,KSNG     ,NBC (US),65,KS,37.777778,-100.868889
4150,WLUK-TV  ,FOX (US),68,WI,44.408889,-87.991944
73042,WCWF     ,The CW (US),68,WI,44.333611,-87.982222
4144,KHON-TV  ,FOX (US),66,HI,21.294167,-157.838333
4145,KAII-TV  ,FOX (US),66,HI,20.660278,-156.362778
4146,KHAW-TV  ,FOX (US),66,HI,19.716667,-155.136944
37174,WJCL     ,ABC (US),91,GA,32.058056,-81.338611
39270,WANE-TV  ,CBS (US),111,IN,41.093889,-85.180000
73153,WKBN-TV  ,CBS (US),114,OH,41.056444,-80.645472
6868,WWLP     ,NBC (US),116,MA,42.084722,-72.703889
67335,KSNT     ,NBC (US),135,KS,39.092778,-95.784444
66402,KIMT     ,CBS (US),153,IA,43.475556,-92.708056
70655,WTHI-TV  ,CBS (US),155,IN,39.243333,-87.385278
73204,WLFI-TV  ,CBS (US),187,IN,40.388889,-86.612778
13058,KCET     ,Independent (US),2,CA,34.223889,-118.062222
125,KFCT     ,FOX (US),17,CO,40.642222,-104.818056
126,KDVR     ,FOX (US),17,CO,39.728333,-105.237139
73150,WJW      ,FOX (US),18,OH,41.363333,-81.716111
35693,KTVI     ,FOX (US),21,MO,38.535278,-90.373056
11291,WDAF-TV  ,FOX (US),33,MO,39.072500,-94.595833
22215,KSTU     ,FOX (US),34,UT,40.659167,-112.202222
73107,WITI     ,FOX (US),35,WI,43.090556,-87.897222
66222,KFOR-TV  ,NBC (US),43,OK,35.597778,-97.489444
50182,KAUT-TV  ,Independent (US),43,OK,35.597747,-97.489461
47401,WTKR     ,CBS (US),42,VA,36.808611,-76.503611
72106,WGHP     ,FOX (US),46,NC,35.812778,-79.841389
66174,WREG-TV  ,CBS (US),50,TN,35.181111,-89.832222
73318,WNEP-TV  ,ABC (US),55,PA,41.182500,-75.870833
66221,WHO-DT   ,NBC (US),72,IA,41.809167,-93.614722
48693,WHNT-TV  ,CBS (US),79,AL,34.738611,-86.532222
73319,WQAD-TV  ,ABC (US),101,IL,41.312222,-90.379444
66469,KFSM-TV  ,CBS (US),100,AR,35.830278,-94.156667
83931,WKNX-TV  ,Independent (US),62,TN,36.010000,-83.932500
72971,WBXX-TV  ,The CW (US),62,TN,36.109167,-84.338056
65130,WQCW     ,The CW (US),67,OH,38.505833,-82.209167
65128,WHDF     ,The CW (US),79,AL,35.002500,-87.135833
35666,KTEN     ,NBC (US),161,OK,34.359444,-96.559444
42359,KTXD-TV  ,Independent (US),5,TX,32.543333,-96.958889
10245,KCEN-TV  ,NBC (US),87,TX,31.273333,-97.220556
55644,KYTX     ,CBS (US),109,TX,31.905556,-95.084722
10188,KIII     ,ABC (US),129,TX,27.658333,-97.601111
10150,KBMT     ,ABC (US),142,TX,30.190556,-93.885556
62293,KXVA     ,FOX (US),165,TX,32.275278,-99.589722
58560,KIDY     ,FOX (US),198,TX,31.589167,-100.516667
65919,WHKY-TV  ,Independent (US),22,NC,35.733056,-81.330833
38591,KLTS-TV  ,PBS (US),83,LA,32.677667,-93.925028
38586,WLPB-TV  ,PBS (US),93,LA,30.372778,-91.204444
38588,KLPB-TV  ,PBS (US),121,LA,30.322028,-92.282917
38589,KLTM-TV  ,PBS (US),137,LA,32.197222,-92.070556
38587,KLTL-TV  ,PBS (US),174,LA,30.396111,-93.000833
38590,KLPA-TV  ,PBS (US),179,LA,31.565667,-92.547361
4149,WVUE-DT  ,FOX (US),51,LA,29.953889,-89.949444
29102,KDIN-TV  ,PBS (US),72,IA,41.809167,-93.614722
29100,KTIN     ,PBS (US),72,IA,42.817500,-94.411389
29108,KBIN-TV  ,PBS (US),74,IA,41.254167,-95.835556
29085,KHIN     ,PBS (US),74,IA,41.344444,-95.255833
29095,KIIN     ,PBS (US),90,IA,41.720833,-91.341500
29114,KRIN     ,PBS (US),90,IA,42.316389,-91.858611
5471,KQIN     ,PBS (US),101,IA,41.312222,-90.379444
29096,KSIN-TV  ,PBS (US),149,IA,42.514722,-96.304167
29086,KYIN     ,PBS (US),153,IA,43.475556,-92.708056
39659,WCBB     ,PBS (US),80,ME,44.154167,-70.010278
39656,WMEA-TV  ,PBS (US),80,ME,43.416667,-70.804722
39648,WMEB-TV  ,PBS (US),156,ME,44.703056,-69.079722
39649,WMED-TV  ,PBS (US),156,ME,45.029167,-67.323611
39662,WMEM-TV  ,PBS (US),206,ME,46.551667,-67.810556
61214,KBTV-TV  ,FOX (US),142,TX,30.155556,-93.986111
73905,WPTA     ,ABC (US),111,IN,41.102194,-85.184694
4691,KDLH     ,The CW (US),141,MN,46.789250,-92.114083
21158,WWHO     ,The CW (US),31,OH,39.588889,-83.112222
43328,KRGV-TV  ,ABC (US),86,TX,26.100556,-97.839167
38616,WBRZ-TV  ,ABC (US),93,LA,30.296667,-91.193611
39884,WFMZ-TV  ,Independent (US),4,PA,40.564444,-75.440000
63162,KGWL-TV  ,CBS (US),196,WY,42.895278,-108.726111
63170,KGWR-TV  ,CBS (US),196,WY,41.439167,-109.111667
63177,KGWC-TV  ,CBS (US),196,WY,42.740556,-106.359444
14675,KTMF     ,ABC (US),164,MT,47.019444,-114.012778
35724,KULR-TV  ,NBC (US),167,MT,45.759722,-108.453889
61217,WNKY     ,NBC (US),182,KY,37.034806,-86.178028
14674,KWYB     ,ABC (US),186,MT,46.006667,-112.441667
34412,KFBB-TV  ,ABC (US),191,MT,47.535556,-111.283889
83945,KGLA-DT  ,Telemundo (US),51,LA,29.978111,-89.940472
36917,KFVE     ,MyNetworkTV (US),66,HI,21.400833,-158.102778
65942,WMPT     ,PBS (US),26,MD,39.010000,-76.609167
64592,WFLA-TV  ,NBC (US),11,FL,27.842222,-82.262500
50782,WNCN     ,CBS (US),25,NC,35.674722,-78.527778
50781,WCMH-TV  ,NBC (US),31,OH,39.971111,-83.027778
66391,WSPA-TV  ,CBS (US),37,SC,35.170000,-82.290833
70149,WYCW     ,The CW (US),37,NC,35.222222,-82.549444
74173,WVTM-TV  ,NBC (US),45,AL,33.490556,-86.796667
50780,WJAR     ,NBC (US),52,RI,41.865278,-71.287361
73187,WKRG-TV  ,CBS (US),58,AL,30.688889,-87.830278
57840,WSLS-TV  ,NBC (US),69,VA,37.200833,-80.148333
48662,WSAV-TV  ,NBC (US),91,GA,32.058611,-81.298611
48667,WJTV     ,CBS (US),95,MS,32.240556,-90.404167
57826,WJHL-TV  ,CBS (US),97,TN,36.431944,-82.137500
10587,WCBD-TV  ,NBC (US),94,SC,32.940000,-79.695833
57838,WNCT-TV  ,CBS (US),99,NC,35.365278,-77.393889
66407,WBTW     ,CBS (US),102,SC,34.367778,-79.322500
27140,WJBF     ,ABC (US),112,GA,33.405611,-81.833631
3359,WRBL     ,CBS (US),127,GA,32.321111,-84.791111
